RC073,0,1,15785251
RC073,1,2,15785252
RC073,2,3,15785253
RC073,3,4,15785254
RC073,4,5,15785255
RC073,5,6,15785256
RC073,6,7,15785257
RC073,7,8,15785258
RC073,8,9,15785259
RC073,9,10,15785260
RC073,10,11,15785261
RC073,11,12,15785262
RC073,12,13,15785263
RC073,13,14,15785264
RC073,14,15,15785265
RC073,15,16,15785266
RC073,16,17,15785267
RC073,17,18,15785268
RC073,18,19,15785269
RC073,19,20,15785270
RC073,20,21,15785271
RC073,21,22,15785272
RC073,22,23,15785273
RC073,23,24,15785274
RC073,24,25,15785275
RC073,25,26,15785276
RC073,26,27,15785277
RC073,27,28,15785278
RC073,28,29,15785279
RC073,29,30,15785280
RC073,30,31,15785281
RC073,31,32,15785282
RC073,32,33,15785283
RC073,33,34,15785284
RC073,34,35,15785285
RC073,35,36,15785286
RC073,36,37,15785287
RC073,37,38,15785288
RC073,38,39,15785289
RC073,39,40,15785290
RC073,40,41,15785291
RC073,41,42,15785292
RC073,42,43,15785293
RC073,43,44,15785294
RC073,44,45,15785295
RC073,45,46,15785296
RC073,46,47,15785297
RC073,47,48,15785298
RC073,48,49,15785299
RC073,49,50,15785300
RC073,50,51,15785301
RC073,51,52,15785302
RC073,52,53,15785303
RC073,53,54,15785304
RC073,54,55,15785305
RC073,55,56,15785306
RC073,56,57,15785307
RC073,57,58,15785308
RC073,58,59,15785309
RC073,59,60,15785310
RC073,60,61,15785311
RC073,61,62,15785312
RC073,62,63,15785313
RC073,63,64,15785314
RC073,64,65,15785315
RC073,65,66,15785316
RC073,66,67,15785317
RC073,67,68,15785318
RC073,68,69,15785319
RC073,69,70,15785320
